YEAR,QUARTER,CATEGORY_TYPE,CATEGORY_NAME,AMOUNT_AT_CURRENT,PERCENT_SHARE_AT_CURRENT,AMOUNT_AT_CONSTANT,GROWTH_RATE_AT_CONSTANT,DATE_SUBMITTED,TIME_SUBMITTED
2014,Q4,Industry,Manufacturing,"131,959.00",10,"99,237.00",-2.5,27/01/2020,3:03 PM
2014,Q4,Industry,Electricity & water supply,"25,484.00",1.9,"23,891.00",8.4,27/01/2020,3:03 PM
2014,Q4,Industry,Construction,"70,297.00",5.3,"48,991.00",19.5,27/01/2020,3:03 PM
2014,Q4,sevices,"Wholesale & Retail Trade

","106,599.00",8,"71,853.00",8.7,27/01/2020,3:03 PM
2014,Q4,sevices,Accommodation & restaurant,"12,463.00",0.9,"12,120.00",3,27/01/2020,3:03 PM
2014,Q4,sevices,Transport & Storage,"129,683.00",9.8,"70,381.00",4,27/01/2020,3:03 PM
2014,Q4,sevices,Information & Communication,"18,691.00",1.4,"45,626.00",16.1,27/01/2020,3:03 PM
2014,Q4,sevices,Financial & Insurance,"102,097.00",7.7,"59,891.00",10.2,27/01/2020,3:03 PM
2014,Q4,sevices,Public administration,"62,169.00",4.7,"37,088.00",11.9,27/01/2020,3:03 PM
2014,Q4,sevices,"Professional, Administration & Support Services","31,404.00",2.4,"24,839.00",5.2,27/01/2020,3:03 PM
2014,Q4,sevices,Real estate,"107,998.00",8.1,"79,036.00",5.4,27/01/2020,3:03 PM
2014,Q4,sevices,Education,"69,681.00",5.3,"66,823.00",6.4,27/01/2020,3:03 PM
2014,Q4,sevices,Health,"25,435.00",1.9,"18,310.00",10.8,27/01/2020,3:03 PM
2014,Q4,sevices,Other services,"18,772.00",1.4,"12,934.00",4,27/01/2020,3:03 PM
2014,Q4,sevices,FISIM,"-37,540.00",-2.8,"-25,431.00",13.4,27/01/2020,3:03 PM
2014,Q4,,All industries at basic prices,"1,196,513.00",90.2,"829,324.00",5.8,27/01/2020,3:03 PM
2014,Q4,,Taxes on products,"129,462.00",9.8,"113,098.00",4.2,27/01/2020,3:03 PM
2014,Q4,,GDP at market prices,"1,325,976.00",100,"942,421.00",5.6,27/01/2020,3:03 PM
2014,Q4,,GDP (seasonally adjusted),"1,421,361.00",,"977,060.00",1,27/01/2020,3:03 PM
2015,Q1,Agriculture,Agriculture,"534,000.00",34,"278,159.00",7.8,27/01/2020,3:03 PM
2015,Q1,Industry,Mining & Quarrying,"15,585.00",1,"11,264.00",9.1,27/01/2020,3:03 PM
2015,Q1,Industry,Manufacturing,"148,738.00",9.5,"110,681.00",2.9,27/01/2020,3:03 PM
2015,Q1,Industry,Electricity & water supply,"26,498.00",1.7,"24,065.00",9.8,27/01/2020,3:03 PM
2015,Q1,Industry,Construction,"69,183.00",4.4,"48,368.00",12.9,27/01/2020,3:03 PM
2015,Q1,sevices,"Wholesale & Retail Trade

","110,929.00",7.1,"73,285.00",5.7,27/01/2020,3:03 PM
2015,Q1,sevices,Accommodation & restaurant,"13,444.00",0.9,"11,863.00",-10.5,27/01/2020,3:03 PM
2015,Q1,sevices,Transport & Storage,"115,974.00",7.4,"60,081.00",8.3,27/01/2020,3:03 PM
2015,Q1,sevices,Information & Communication,"20,173.00",1.3,"36,374.00",8.9,27/01/2020,3:03 PM
2015,Q1,sevices,Financial & Insurance,"97,089.00",6.2,"61,036.00",10.1,27/01/2020,3:03 PM
2015,Q1,sevices,Public administration,"61,680.00",3.9,"37,435.00",-1.4,27/01/2020,3:03 PM
2015,Q1,sevices,"Professional, Administration & Support Services","28,113.00",1.8,"21,928.00",7,27/01/2020,3:03 PM
2015,Q1,sevices,Real estate,"112,025.00",7.1,"80,806.00",6.3,27/01/2020,3:03 PM
2015,Q1,sevices,Education,"82,655.00",5.3,"70,040.00",4.4,27/01/2020,3:03 PM
2015,Q1,sevices,Health,"23,440.00",1.5,"16,329.00",5.2,27/01/2020,3:03 PM
2015,Q1,sevices,Other services,"18,850.00",1.2,"12,735.00",3.8,27/01/2020,3:03 PM
2015,Q1,sevices,FISIM,"-34,980.00",-2.2,"-26,029.00",13.3,27/01/2020,3:03 PM
2015,Q1,,All industries at basic prices,"1,443,395.00",91.9,"928,419.00",6.2,27/01/2020,3:03 PM
2015,Q1,,Taxes on products,"127,051.00",8.1,"111,014.00",1.9,27/01/2020,3:03 PM
2015,Q1,,GDP at market prices,"1,570,446.00",100,"1,039,433.00",5.7,27/01/2020,3:03 PM
2015,Q1,,GDP (seasonally adjusted),"1,489,426.00",,"998,735.00",2.2,27/01/2020,3:03 PM
2015,Q2,Agriculture,Agriculture,"518,224.00",32.4,"246,049.00",4.4,27/01/2020,3:03 PM
2015,Q2,Industry,Mining & Quarrying,"12,524.00",0.8,"9,743.00",13.8,27/01/2020,3:03 PM
2015,Q2,Industry,Manufacturing,"149,153.00",9.3,"108,578.00",3,27/01/2020,3:03 PM
2015,Q2,Industry,Electricity & water supply,"31,461.00",2,"25,884.00",11.9,27/01/2020,3:03 PM
2015,Q2,Industry,Construction,"75,824.00",4.7,"52,970.00",12.2,27/01/2020,3:03 PM
2015,Q2,sevices,"Wholesale & Retail Trade

","116,800.00",7.3,"75,995.00",4.9,27/01/2020,3:03 PM
2015,Q2,sevices,Accommodation & restaurant,"10,579.00",0.7,"8,067.00",-1.9,27/01/2020,3:03 PM
2015,Q2,sevices,Transport & Storage,"122,522.00",7.7,"67,351.00",9,27/01/2020,3:03 PM
2015,Q2,sevices,Information & Communication,"19,430.00",1.2,"31,030.00",8.3,27/01/2020,3:03 PM
2015,Q2,sevices,Financial & Insurance,"102,277.00",6.4,"61,392.00",8.8,27/01/2020,3:03 PM
2015,Q2,sevices,Public administration,"73,264.00",4.6,"43,972.00",9.1,27/01/2020,3:03 PM
2015,Q2,sevices,"Professional, Administration & Support Services","28,820.00",1.8,"22,325.00",4,27/01/2020,3:03 PM
2015,Q2,sevices,Real estate,"116,320.00",7.3,"82,628.00",6.9,27/01/2020,3:03 PM
2015,Q2,sevices,Education,"77,790.00",4.9,"70,460.00",4.7,27/01/2020,3:03 PM
2015,Q2,sevices,Health,"27,581.00",1.7,"18,610.00",6.1,27/01/2020,3:03 PM
2015,Q2,sevices,Other services,"19,139.00",1.2,"12,754.00",3.8,27/01/2020,3:03 PM
2015,Q2,sevices,FISIM,"-41,144.00",-2.6,"-26,738.00",13.1,27/01/2020,3:03 PM
2015,Q2,,All industries at basic prices,"1,460,563.00",91.2,"911,069.00",5.9,27/01/2020,3:03 PM
2015,Q2,,Taxes on products,"140,784.00",8.8,"115,763.00",2.7,27/01/2020,3:03 PM
2015,Q2,,GDP at market prices,"1,601,347.00",100,"1,026,833.00",5.6,27/01/2020,3:03 PM
2015,Q2,,GDP (seasonally adjusted),"1,551,698.00",,"1,011,690.00",1.1,27/01/2020,3:03 PM
2015,Q3,Agriculture,Agriculture,"454,378.00",28.7,"194,167.00",4,27/01/2020,3:03 PM
2015,Q3,Industry,Mining & Quarrying,"14,276.00",0.9,"10,518.00",18.5,27/01/2020,3:03 PM
2015,Q3,Industry,Manufacturing,"149,855.00",9.5,"105,799.00",4.6,27/01/2020,3:03 PM
2015,Q3,Industry,Electricity & water supply,"37,744.00",2.4,"25,483.00",9.1,27/01/2020,3:03 PM
2015,Q3,Industry,Construction,"77,348.00",4.9,"54,538.00",17,27/01/2020,3:03 PM
2015,Q3,sevices,"Wholesale & Retail Trade

","130,080.00",8.2,"86,325.00",7,27/01/2020,3:03 PM
2015,Q3,sevices,Accommodation & restaurant,"12,404.00",0.8,"10,145.00",0.8,27/01/2020,3:03 PM
2015,Q3,sevices,Transport & Storage,"131,740.00",8.3,"73,543.00",10.3,27/01/2020,3:03 PM
2015,Q3,sevices,Information & Communication,"21,572.00",1.4,"33,838.00",5.9,27/01/2020,3:03 PM
2015,Q3,sevices,Financial & Insurance,"104,338.00",6.6,"64,906.00",11.8,27/01/2020,3:03 PM
2015,Q3,sevices,Public administration,"63,165.00",4,"37,235.00",8.8,27/01/2020,3:03 PM
2015,Q3,sevices,"Professional, Administration & Support Services","30,578.00",1.9,"23,450.00",0.7,27/01/2020,3:03 PM
2015,Q3,sevices,Real estate,"120,972.00",7.7,"84,296.00",7,27/01/2020,3:03 PM
2015,Q3,sevices,Education,"75,104.00",4.8,"70,503.00",4.9,27/01/2020,3:03 PM
2015,Q3,sevices,Health,"27,553.00",1.7,"18,429.00",6.2,27/01/2020,3:03 PM
2015,Q3,sevices,Other services,"19,962.00",1.3,"13,167.00",6,27/01/2020,3:03 PM
2015,Q3,sevices,FISIM,"-38,023.00",-2.4,"-27,828.00",12.7,27/01/2020,3:03 PM
2015,Q3,,All industries at basic prices,"1,433,047.00",90.6,"878,512.00",6.8,27/01/2020,3:03 PM
2015,Q3,,Taxes on products,"147,978.00",9.4,"122,958.00",1.3,27/01/2020,3:03 PM
2015,Q3,,GDP at market prices,"1,581,026.00",100,"1,001,471.00",6.1,27/01/2020,3:03 PM
2015,Q3,,GDP (seasonally adjusted),"1,599,865.00",,"1,026,597.00",1.6,27/01/2020,3:03 PM
2015,Q4,Agriculture,Agriculture,"390,746.00",25.5,"182,046.00",4.5,27/01/2020,3:03 PM
2015,Q4,Industry,Mining & Quarrying,"12,199.00",0.8,"10,284.00",8.6,27/01/2020,3:03 PM
2015,Q4,Industry,Manufacturing,"141,150.00",9.2,"103,095.00",3.9,27/01/2020,3:03 PM
2015,Q4,Industry,Electricity & water supply,"40,468.00",2.6,"24,722.00",3.5,27/01/2020,3:03 PM
2015,Q4,Industry,Construction,"85,208.00",5.6,"55,438.00",13.2,27/01/2020,3:03 PM
2015,Q4,sevices,"Wholesale & Retail Trade

","115,586.00",7.5,"76,142.00",6,27/01/2020,3:03 PM
2015,Q4,sevices,Accommodation & restaurant,"12,929.00",0.8,"13,011.00",7.4,27/01/2020,3:03 PM
2015,Q4,sevices,Transport & Storage,"140,252.00",9.2,"73,781.00",4.8,27/01/2020,3:03 PM
2015,Q4,sevices,Information & Communication,"30,026.00",2,"48,726.00",6.8,27/01/2020,3:03 PM
2015,Q4,sevices,Financial & Insurance,"120,252.00",7.9,"64,108.00",7,27/01/2020,3:03 PM
2015,Q4,sevices,Public administration,"69,535.00",4.5,"39,193.00",5.7,27/01/2020,3:03 PM
2015,Q4,sevices,"Professional, Administration & Support Services","32,151.00",2.1,"24,598.00",-1,27/01/2020,3:03 PM
2015,Q4,sevices,Real estate,"125,001.00",8.2,"85,808.00",8.6,27/01/2020,3:03 PM
2015,Q4,sevices,Education,"72,579.00",4.7,"70,539.00",5.6,27/01/2020,3:03 PM
2015,Q4,sevices,Health,"29,449.00",1.9,"19,376.00",5.8,27/01/2020,3:03 PM
2015,Q4,sevices,Other services,"20,204.00",1.3,"13,171.00",1.8,27/01/2020,3:03 PM
2015,Q4,sevices,FISIM,"-49,159.00",-3.2,"-29,230.00",14.9,27/01/2020,3:03 PM
2015,Q4,,All industries at basic prices,"1,388,575.00",90.7,"874,807.00",5.5,27/01/2020,3:03 PM
2015,Q4,,Taxes on products,"142,791.00",9.3,"119,358.00",5.5,27/01/2020,3:03 PM
2015,Q4,,GDP at market prices,"1,531,366.00",100,"994,165.00",5.5,27/01/2020,3:03 PM
2015,Q4,,GDP (seasonally adjusted),"1,662,538.00",,"1,026,512.00",0.3,27/01/2020,3:03 PM
2016,Q1,Agriculture,Agriculture,"571,206.00",34.1,"288,094.00",3.6,27/01/2020,3:03 PM
2016,Q1,Industry,Mining & Quarrying,"14,586.00",0.9,"11,918.00",5.8,27/01/2020,3:03 PM
2016,Q1,Industry,Manufacturing,"162,208.00",9.7,"112,256.00",1.4,27/01/2020,3:03 PM
2016,Q1,Industry,Electricity & water supply,"37,233.00",2.2,"26,535.00",10.3,27/01/2020,3:03 PM
2016,Q1,Industry,Construction,"78,569.00",4.7,"52,841.00",9.2,27/01/2020,3:03 PM
2016,Q1,sevices,"Wholesale & Retail Trade

","114,125.00",6.8,"75,408.00",2.9,27/01/2020,3:03 PM
2016,Q1,sevices,Accommodation & restaurant,"12,894.00",0.8,"12,844.00",8.3,27/01/2020,3:03 PM
2016,Q1,sevices,Transport & Storage,"111,750.00",6.7,"65,028.00",8.2,27/01/2020,3:03 PM
2016,Q1,sevices,Information & Communication,"24,859.00",1.5,"40,313.00",10.8,27/01/2020,3:03 PM
2016,Q1,sevices,Financial & Insurance,"114,800.00",6.8,"65,774.00",7.8,27/01/2020,3:03 PM
2016,Q1,sevices,Public administration,"63,756.00",3.8,"39,693.00",6,27/01/2020,3:03 PM
2016,Q1,sevices,"Professional, Administration & Support Services","30,167.00",1.8,"22,702.00",3.5,27/01/2020,3:03 PM
2016,Q1,sevices,Real estate,"124,110.00",7.4,"88,537.00",9.6,27/01/2020,3:03 PM
2016,Q1,sevices,Education,"80,580.00",4.8,"73,841.00",5.4,27/01/2020,3:03 PM
2016,Q1,sevices,Health,"26,100.00",1.6,"17,106.00",4.8,27/01/2020,3:03 PM
2016,Q1,sevices,Other services,"20,568.00",1.2,"13,297.00",4.4,27/01/2020,3:03 PM
2016,Q1,sevices,FISIM,"-47,688.00",-2.8,"-27,841.00",7,27/01/2020,3:03 PM
2016,Q1,,All industries at basic prices,"1,539,822.00",91.9,"978,346.00",5.4,27/01/2020,3:03 PM
2016,Q1,,Taxes on products,"136,166.00",8.1,"113,404.00",2.2,27/01/2020,3:03 PM
2016,Q1,,GDP at market prices,"1,675,988.00",100,"1,091,750.00",5,27/01/2020,3:03 PM
2016,Q1,,GDP (seasonally adjusted),"1,606,551.00",,"1,049,182.00",1.9,27/01/2020,3:03 PM
2016,Q2,Agriculture,Agriculture,"657,521.00",35.1,"264,697.00",7.6,27/01/2020,3:03 PM
2016,Q2,Industry,Mining & Quarrying,"13,980.00",0.7,"10,655.00",9.4,27/01/2020,3:03 PM
2016,Q2,Industry,Manufacturing,"171,662.00",9.2,"113,936.00",4.9,27/01/2020,3:03 PM
2016,Q2,Industry,Electricity & water supply,"51,357.00",2.7,"28,859.00",11.5,27/01/2020,3:03 PM
2016,Q2,Industry,Construction,"90,787.00",4.8,"56,833.00",7.3,27/01/2020,3:03 PM
2016,Q2,sevices,"Wholesale & Retail Trade

","120,131.00",6.4,"77,326.00",1.8,27/01/2020,3:03 PM
2016,Q2,sevices,Accommodation & restaurant,"10,756.00",0.6,"9,193.00",14,27/01/2020,3:03 PM
2016,Q2,sevices,Transport & Storage,"143,429.00",7.7,"71,342.00",5.9,27/01/2020,3:03 PM
2016,Q2,sevices,Information & Communication,"22,494.00",1.2,"33,348.00",7.5,27/01/2020,3:03 PM
2016,Q2,sevices,Financial & Insurance,"122,641.00",6.5,"65,980.00",7.5,27/01/2020,3:03 PM
2016,Q2,sevices,Public administration,"75,965.00",4.1,"47,133.00",7.2,27/01/2020,3:03 PM
2016,Q2,sevices,"Professional, Administration & Support Services","31,453.00",1.7,"23,601.00",5.7,27/01/2020,3:03 PM
2016,Q2,sevices,Real estate,"133,794.00",7.1,"89,946.00",8.9,27/01/2020,3:03 PM
2016,Q2,sevices,Education,"78,735.00",4.2,"74,052.00",5.1,27/01/2020,3:03 PM
2016,Q2,sevices,Health,"30,850.00",1.6,"19,579.00",5.2,27/01/2020,3:03 PM
2016,Q2,sevices,Other services,"20,673.00",1.1,"13,283.00",4.1,27/01/2020,3:03 PM
2016,Q2,sevices,FISIM,"-52,945.00",-2.8,"-27,531.00",3,27/01/2020,3:03 PM
2016,Q2,,All industries at basic prices,"1,723,283.00",92,"972,231.00",6.7,27/01/2020,3:03 PM
2016,Q2,,Taxes on products,"150,248.00",8,"117,713.00",1.7,27/01/2020,3:03 PM
2016,Q2,,GDP at market prices,"1,873,531.00",100,"1,089,944.00",6.1,27/01/2020,3:03 PM
2016,Q2,,GDP (seasonally adjusted),"1,785,458.00",,"1,072,502.00",2.1,27/01/2020,3:03 PM
2016,Q3,Agriculture,Agriculture,"545,001.00",30.2,"198,189.00",2.1,27/01/2020,3:03 PM
2016,Q3,Industry,Mining & Quarrying,"14,128.00",0.8,"11,402.00",8.4,27/01/2020,3:03 PM
2016,Q3,Industry,Manufacturing,"169,361.00",9.4,"109,983.00",4,27/01/2020,3:03 PM
2016,Q3,Industry,Electricity & water supply,"47,467.00",2.6,"27,198.00",6.7,27/01/2020,3:03 PM
2016,Q3,Industry,Construction,"94,565.00",5.2,"59,926.00",9.9,27/01/2020,3:03 PM
2016,Q3,sevices,"Wholesale & Retail Trade

","142,303.00",7.9,"89,876.00",4.1,27/01/2020,3:03 PM
2016,Q3,sevices,Accommodation & restaurant,"13,770.00",0.8,"11,505.00",13.4,27/01/2020,3:03 PM
2016,Q3,sevices,Transport & Storage,"151,953.00",8.4,"76,528.00",4.1,27/01/2020,3:03 PM
2016,Q3,sevices,Information & Communication,"24,258.00",1.3,"37,021.00",9.4,27/01/2020,3:03 PM
2016,Q3,sevices,Financial & Insurance,"122,243.00",6.8,"69,060.00",6.4,27/01/2020,3:03 PM
2016,Q3,sevices,Public administration,"66,057.00",3.7,"39,275.00",5.5,27/01/2020,3:03 PM
2016,Q3,sevices,"Professional, Administration & Support Services","32,613.00",1.8,"24,387.00",4,27/01/2020,3:03 PM
2016,Q3,sevices,Real estate,"136,041.00",7.5,"91,388.00",8.4,27/01/2020,3:03 PM
2016,Q3,sevices,Education,"76,338.00",4.2,"74,572.00",5.8,27/01/2020,3:03 PM
2016,Q3,sevices,Health,"31,123.00",1.7,"19,482.00",5.7,27/01/2020,3:03 PM
2016,Q3,sevices,Other services,"21,543.00",1.2,"13,751.00",4.4,27/01/2020,3:03 PM
2016,Q3,sevices,FISIM,"-49,027.00",-2.7,"-27,461.00",-1.3,27/01/2020,3:03 PM
2016,Q3,,All industries at basic prices,"1,639,737.00",90.9,"926,084.00",5.4,27/01/2020,3:03 PM
2016,Q3,,Taxes on products,"163,975.00",9.1,"127,132.00",3.4,27/01/2020,3:03 PM
2016,Q3,,GDP at market prices,"1,803,711.00",100,"1,053,216.00",5.2,27/01/2020,3:03 PM
2016,Q3,,GDP (seasonally adjusted),"1,819,589.00",,"1,081,509.00",1.1,27/01/2020,3:03 PM
2016,Q4,Agriculture,Agriculture,"408,470.00",24.5,"191,596.00",5.2,27/01/2020,3:03 PM
2016,Q4,Industry,Mining & Quarrying,"16,455.00",1,"11,799.00",14.7,27/01/2020,3:03 PM
2016,Q4,Industry,Manufacturing,"151,225.00",9.1,"105,145.00",2,27/01/2020,3:03 PM
2016,Q4,Industry,Electricity & water supply,"46,062.00",2.8,"25,939.00",4.9,27/01/2020,3:03 PM
2016,Q4,Industry,Construction,"96,881.00",5.8,"62,646.00",13,27/01/2020,3:03 PM
2016,Q4,sevices,"Wholesale & Retail Trade

","130,097.00",7.8,"80,823.00",6.1,27/01/2020,3:03 PM
2016,Q4,sevices,Accommodation & restaurant,"14,225.00",0.9,"15,260.00",17.3,27/01/2020,3:03 PM
2016,Q4,sevices,Transport & Storage,"158,697.00",9.5,"79,730.00",8.1,27/01/2020,3:03 PM
2016,Q4,sevices,Information & Communication,"33,154.00",2,"54,116.00",11.1,27/01/2020,3:03 PM
2016,Q4,sevices,Financial & Insurance,"136,651.00",8.2,"68,008.00",6.1,27/01/2020,3:03 PM
2016,Q4,sevices,Public administration,"70,632.00",4.2,"40,565.00",3.5,27/01/2020,3:03 PM
2016,Q4,sevices,"Professional, Administration & Support Services","34,458.00",2.1,"25,728.00",4.6,27/01/2020,3:03 PM
2016,Q4,sevices,Real estate,"138,723.00",8.3,"92,853.00",8.2,27/01/2020,3:03 PM
2016,Q4,sevices,Education,"73,860.00",4.4,"73,876.00",4.7,27/01/2020,3:03 PM
2016,Q4,sevices,Health,"31,704.00",1.9,"20,039.00",3.4,27/01/2020,3:03 PM
2016,Q4,sevices,Other services,"21,642.00",1.3,"13,706.00",4.1,27/01/2020,3:03 PM
2016,Q4,sevices,FISIM,"-49,750.00",-3,"-27,498.00",-5.9,27/01/2020,3:03 PM
2016,Q4,,All industries at basic prices,"1,513,185.00",90.6,"934,333.00",6.8,27/01/2020,3:03 PM
2016,Q4,,Taxes on products,"156,548.00",9.4,"131,456.00",10.1,27/01/2020,3:03 PM
2016,Q4,,GDP at market prices,"1,669,733.00",100,"1,065,788.00",7.2,27/01/2020,3:03 PM
2016,Q4,,GDP (seasonally adjusted),"1,828,198.00",,"1,099,024.00",1.5,27/01/2020,3:03 PM
2017,Q1,Agriculture,Agriculture,"823,359.00",40,"299,661.00",4,27/01/2020,3:03 PM
2017,Q1,Industry,Mining & Quarrying,"15,405.00",0.7,"12,585.00",5.6,27/01/2020,3:03 PM
2017,Q1,Industry,Manufacturing,"168,607.00",8.2,"114,397.00",1.9,27/01/2020,3:03 PM
2017,Q1,Industry,Electricity & water supply,"43,038.00",2.1,"28,704.00",8.2,27/01/2020,3:03 PM
2017,Q1,Industry,Construction,"95,307.00",4.6,"57,004.00",7.9,27/01/2020,3:03 PM
2017,Q1,sevices,"Wholesale & Retail Trade

","133,410.00",6.5,"78,048.00",3.5,27/01/2020,3:03 PM
2017,Q1,sevices,Accommodation & restaurant,"15,486.00",0.8,"15,925.00",24,27/01/2020,3:03 PM
2017,Q1,sevices,Transport & Storage,"119,964.00",5.8,"70,074.00",7.8,27/01/2020,3:03 PM
2017,Q1,sevices,Information & Communication,"27,947.00",1.4,"45,720.00",13.4,27/01/2020,3:03 PM
2017,Q1,sevices,Financial & Insurance,"142,564.00",6.9,"68,345.00",3.9,27/01/2020,3:03 PM
2017,Q1,sevices,Public administration,"62,097.00",3,"40,732.00",2.6,27/01/2020,3:03 PM
2017,Q1,sevices,"Professional, Administration & Support Services","31,691.00",1.5,"23,479.00",3.4,27/01/2020,3:03 PM
2017,Q1,sevices,Real estate,"140,532.00",6.8,"94,300.00",6.5,27/01/2020,3:03 PM
2017,Q1,sevices,Education,"80,234.00",3.9,"77,572.00",5.1,27/01/2020,3:03 PM
2017,Q1,sevices,Health,"28,397.00",1.4,"17,683.00",3.4,27/01/2020,3:03 PM
2017,Q1,sevices,Other services,"22,505.00",1.1,"14,116.00",6.2,27/01/2020,3:03 PM
2017,Q1,sevices,FISIM,"-49,773.00",-2.4,"-27,431.00",-1.5,27/01/2020,3:03 PM
2017,Q1,,All industries at basic prices,"1,900,770.00",92.3,"1,030,914.00",5.4,27/01/2020,3:03 PM
2017,Q1,,Taxes on products,"158,715.00",7.7,"118,019.00",4.1,27/01/2020,3:03 PM
2017,Q1,,GDP at market prices,"2,059,485.00",100,"1,148,933.00",5.2,27/01/2020,3:03 PM
2017,Q1,,GDP (seasonally adjusted),"1,952,873.00",,"1,104,388.00",0.5,27/01/2020,3:03 PM
2017,Q2,Agriculture,Agriculture,"823,397.00",38.4,"265,974.00",0.5,27/01/2020,3:03 PM
2017,Q2,Industry,Mining & Quarrying,"14,302.00",0.7,"11,093.00",4.1,27/01/2020,3:03 PM
2017,Q2,Industry,Manufacturing,"171,899.00",8,"114,432.00",0.4,27/01/2020,3:03 PM
2017,Q2,Industry,Electricity & water supply,"55,326.00",2.6,"31,260.00",8.3,27/01/2020,3:03 PM
2017,Q2,Industry,Construction,"112,150.00",5.2,"61,996.00",9.1,27/01/2020,3:03 PM
2017,Q2,sevices,"Wholesale & Retail Trade

","145,196.00",6.8,"81,242.00",5.1,27/01/2020,3:03 PM
2017,Q2,sevices,Accommodation & restaurant,"11,115.00",0.5,"10,334.00",12.4,27/01/2020,3:03 PM
2017,Q2,sevices,Transport & Storage,"152,332.00",7.1,"76,257.00",6.9,27/01/2020,3:03 PM
2017,Q2,sevices,Information & Communication,"23,742.00",1.1,"37,098.00",11.2,27/01/2020,3:03 PM
2017,Q2,sevices,Financial & Insurance,"127,562.00",5.9,"68,139.00",3.3,27/01/2020,3:03 PM
2017,Q2,sevices,Public administration,"72,797.00",3.4,"48,580.00",3.1,27/01/2020,3:03 PM
2017,Q2,sevices,"Professional, Administration & Support Services","33,682.00",1.6,"24,799.00",5.1,27/01/2020,3:03 PM
2017,Q2,sevices,Real estate,"142,082.00",6.6,"95,681.00",6.4,27/01/2020,3:03 PM
2017,Q2,sevices,Education,"80,640.00",3.8,"77,856.00",5.1,27/01/2020,3:03 PM
2017,Q2,sevices,Health,"32,341.00",1.5,"20,575.00",5.1,27/01/2020,3:03 PM
2017,Q2,sevices,Other services,"22,411.00",1,"13,923.00",4.8,27/01/2020,3:03 PM
2017,Q2,sevices,FISIM,"-40,480.00",-1.9,"-26,017.00",-5.5,27/01/2020,3:03 PM
2017,Q2,,All industries at basic prices,"1,980,494.00",92.4,"1,013,221.00",4.2,27/01/2020,3:03 PM
2017,Q2,,Taxes on products,"163,762.00",7.6,"125,078.00",6.3,27/01/2020,3:03 PM
2017,Q2,,GDP at market prices,"2,144,256.00",100,"1,138,300.00",4.4,27/01/2020,3:03 PM
2017,Q2,,GDP (seasonally adjusted),"2,059,379.00",,"1,120,019.00",1.3,27/01/2020,3:03 PM
2017,Q3,Agriculture,Agriculture,"703,449.00",33.8,"202,748.00",2.3,27/01/2020,3:03 PM
2017,Q3,Industry,Mining & Quarrying,"15,758.00",0.8,"11,913.00",4.5,27/01/2020,3:03 PM
2017,Q3,Industry,Manufacturing,"168,062.00",8.1,"110,385.00",0.4,27/01/2020,3:03 PM
2017,Q3,Industry,Electricity & water supply,"50,778.00",2.4,"28,782.00",5.8,27/01/2020,3:03 PM
2017,Q3,Industry,Construction,"115,126.00",5.5,"63,153.00",5.4,27/01/2020,3:03 PM
2017,Q3,sevices,"Wholesale & Retail Trade

","172,185.00",8.3,"95,861.00",6.7,27/01/2020,3:03 PM
2017,Q3,sevices,Accommodation & restaurant,"14,501.00",0.7,"12,902.00",12.1,27/01/2020,3:03 PM
2017,Q3,sevices,Transport & Storage,"155,812.00",7.5,"80,485.00",5.2,27/01/2020,3:03 PM
2017,Q3,sevices,Information & Communication,"24,659.00",1.2,"40,988.00",10.7,27/01/2020,3:03 PM
2017,Q3,sevices,Financial & Insurance,"144,513.00",6.9,"70,497.00",2.1,27/01/2020,3:03 PM
2017,Q3,sevices,Public administration,"69,339.00",3.3,"41,020.00",4.4,27/01/2020,3:03 PM
